,het_ratio
A12_1,0.39508468553831577
A12_2,0.40204142061894044
A12_3,0.4473951371381195
A12_4,0.3693702306221553
A12_5,0.17608331500313024
A12_6,0.2075227153516861
A12_7,0.17985567080083248
A12_8,0.40263362718058915
A12_9,0.2896634574711088
